checkin_id,checkin_date,rating,comment,user_location,beer_name,beer_style,beer_abv,brewery_name,brewery_country,venue_name
1540642013,2026-01-01,3.0,"",Vilnius,Johan Freitag Gin & Tonic,RTD - Gin & Tonic,5.0,Cēsu Alus,Latvia,Penktadienis
1540642922,2026-01-01,3.5,"",Vilnius,Vintage 2025 Tropical Fruit Ale,Fruit Beer,8.5,Švyturys,Lithuania,Daržovių ir vaisių kioskelis
1540646412,2026-01-01,3.5,Den første ølen i 2026 ble en bringebær gose fra Litauen. Frisk smak av bringebær. Lett saltpreg i ettersmaken.,"Oslo, Norway",Gose With Raspberries,Sour - Fruited Gose,3.5,Sakiškės Brewery / Sakiškių Alus,Lithuania,Best Western Hotel Vilnius
1540653993,2026-01-01,2.8,"","",Scotty West Lager,Lager - Pale,5.0,Cēsu Alus,Latvia,Naujieji Rytai
1540663102,2026-01-01,3.5,"","",IPUTĖ (Little IPA),IPA - American,5.1,Craft & Draft Brewpub & Whiskey,Lithuania,Craft & Draft
1540665164,2026-01-01,3.5,"","",STAUTas Chocolate Dry Stout,Stout - Other,6.0,Craft & Draft Brewpub & Whiskey,Lithuania,Craft & Draft
1540672527,2026-01-01,3.8,"",Minsk,Panic At Tedesco,Pilsner - Italian,5.0,Hop Hooligans,Romania,Def Enjoy
1540683684,2026-01-01,3.3,"",Vilnius,Black Jack Cola Country Cocktail,Flavored Malt Beverage,5.0,Jack Daniel’s Beverage Co.,United States,Aquarius Brewery
1540685102,2026-01-01,4.8,"",Vilnius,Oscillation,IPA - Imperial / Double New England / Hazy,8.4,Finback Brewery,United States,Naujamiestis
1540685584,2026-01-01,4.5,"","",In Space Nobody Can Hear You Scream (PULP • w. Sudden Death),Sour - Smoothie / Pastry,5.0,Elmeleven,Sweden,Def Enjoy
1540685831,2026-01-01,3.0,"","",IPUTĖ (Little IPA),IPA - American,5.1,Craft & Draft Brewpub & Whiskey,Lithuania,Craft & Draft
1540686709,2026-01-01,3.5,"","",STAUTas Chocolate Dry Stout,Stout - Other,6.0,Craft & Draft Brewpub & Whiskey,Lithuania,Craft & Draft
1540688523,2026-01-01,3.8,"","",Dekada Rye West Coast IPA,IPA - Rye,6.0,Maryensztadt,Poland,Def Enjoy
1540688694,2026-01-01,4.8,"","",Sour 12 Passion Fruit + Guava,Sour - Fruited,5.1,Rodinný pivovar Zichovec,Czech Republic,"ARX, Lietuvos ir Čekijos UAB"
1540688831,2026-01-01,3.8,"Толькі таму, што люблю жыта","",Dekada Rye West Coast IPA,IPA - Rye,6.0,Maryensztadt,Poland,Def Enjoy
1540689707,2026-01-01,3.5,Yyyyy. Vo. Kaip pizdos pasiilgau,Vilnius. Lithuania.,American Dream Extra Dry-Hopped,Lager - IPL (India Pale Lager),4.7,Mikkeller,Denmark,Satyrikon'o Būdelė
1540690217,2026-01-01,3.8,"",Minsk,Dekada Rye West Coast IPA,IPA - Rye,6.0,Maryensztadt,Poland,Def Enjoy
1540691125,2026-01-01,3.8,"","",Dekada Rye West Coast IPA,IPA - Rye,6.0,Maryensztadt,Poland,Def Enjoy
1540691992,2026-01-01,3.5,"","",Seasonal Ale (Ginger Pale Lager),Hard Ginger Beer,4.9,Craft & Draft Brewpub & Whiskey,Lithuania,Craft & Draft
1540696259,2026-01-01,3.8,"","",Gold Series: Gold Rush,IPA - Imperial / Double New England / Hazy,6.5,Nepo Brewing,Poland,Def Enjoy
1540697320,2026-01-01,3.8,"",Minsk,Gold Series: Gold Rush,IPA - Imperial / Double New England / Hazy,6.5,Nepo Brewing,Poland,Def Enjoy
1540699960,2026-01-01,3.8,"Каб не прысмак Віслы, то было б някепска","",Gold Series: Gold Rush,IPA - Imperial / Double New England / Hazy,6.5,Nepo Brewing,Poland,Def Enjoy
